Date,dayOfMonth,dayOfWeek,monthOfYear,month,year,weatherScore,tempMin,tempMax,feelsLikeMin,feelsLikeMax,currentHoliday,googleTrends,totalSales
15-08-2017,15,3,8,Aug,2017,7.8,21.03,27.47,20.89,29.89,1,41,138577
16-08-2017,16,4,8,Aug,2017,4.9,20.96,27.28,22.17,29.07,0,0,159012
17-08-2017,17,5,8,Aug,2017,4.15,20.81,27.1,22.03,29.18,0,36,189720
19-08-2017,19,7,8,Aug,2017,2.1,20.79,27.75,22.17,28.91,0,0,378459
20-08-2017,20,1,8,Aug,2017,4.4,20.99,27.07,22.44,28.94,0,40,378459
21-08-2017,21,2,8,Aug,2017,0,21.39,27.87,23.55,30.4,0,0,178061
22-08-2017,22,3,8,Aug,2017,4.65,21.21,27.99,22.12,29.43,0,0,203441
23-08-2017,23,4,8,Aug,2017,5.7,21.24,28.1,23.38,29.38,0,0,163811
24-08-2017,24,5,8,Aug,2017,4,21.06,26.29,22.76,29.65,0,0,179108
26-08-2017,26,7,8,Aug,2017,1.2,21.28,28.4,22.69,29.99,0,0,281985
27-08-2017,27,1,8,Aug,2017,5.9,21.2,26.56,23.5,27.26,0,0,245957
28-08-2017,28,2,8,Aug,2017,0,21.84,26.82,21.22,29.12,0,39,182139
29-08-2017,29,3,8,Aug,2017,1.8,21.8,27.01,23.56,27.66,0,0,165938
30-08-2017,30,4,8,Aug,2017,0.85,21.93,28.52,23.81,31.39,0,0,168255
31-08-2017,31,5,8,Aug,2017,2.1,22.01,29.59,24.2,31.34,0,0,168571
01-09-2017,1,6,9,Sep,2017,0.85,21.92,27.96,25.11,30.46,0,0,188535
02-09-2017,2,7,9,Sep,2017,8.4,21.46,27.71,24.32,31.36,1,0,249939
03-09-2017,3,1,9,Sep,2017,5.25,20.31,28.71,22.21,30.95,0,48,338026
04-09-2017,4,2,9,Sep,2017,2.3,22.85,28.83,25.08,30.69,0,0,193725
05-09-2017,5,3,9,Sep,2017,7,20.89,28.59,23.15,31.48,0,0,182369
06-09-2017,6,4,9,Sep,2017,3.3,21.31,28.02,24.53,31.79,0,0,160816
07-09-2017,7,5,9,Sep,2017,2.1,22.01,29.05,25.23,31.44,0,0,165952
08-09-2017,8,6,9,Sep,2017,0,20.72,28.02,22.6,32.49,0,0,176627
09-09-2017,9,7,9,Sep,2017,7.35,21.35,28.32,24.68,31.76,0,0,316294
10-09-2017,10,1,9,Sep,2017,0,22.31,27.2,24.97,30.44,0,0,339845
11-09-2017,11,2,9,Sep,2017,0,22.76,28.08,26.44,31.15,0,0,178401
12-09-2017,12,3,9,Sep,2017,2.55,22.73,29.71,26.12,31.25,0,39,173043
13-09-2017,13,4,9,Sep,2017,0,21.96,29.3,24.82,31.7,0,0,143121
14-09-2017,14,5,9,Sep,2017,3.9,21.4,29.91,23.76,32.29,0,0,170237
15-09-2017,15,6,9,Sep,2017,0,21.87,27.01,23.91,29.5,0,39,194964
16-09-2017,16,7,9,Sep,2017,0,21.59,28.7,22.33,29.52,0,44,289293
17-09-2017,17,1,9,Sep,2017,6.3,20.81,24.59,20.91,26.94,0,0,306510
18-09-2017,18,2,9,Sep,2017,1.8,21.02,26.79,22.39,28.97,0,0,191736
19-09-2017,19,3,9,Sep,2017,0,20.39,28.06,20.69,28.5,1,39,195344
20-09-2017,20,4,9,Sep,2017,0,20,28.01,20.37,27.11,0,0,203575
21-09-2017,21,5,9,Sep,2017,0,20.66,26.66,21.81,28.31,0,0,181098
22-09-2017,22,6,9,Sep,2017,0,20.18,27.81,22.14,29.52,0,0,192259
23-09-2017,23,7,9,Sep,2017,0,21.39,29.02,24.72,29.75,0,0,262874
24-09-2017,24,1,9,Sep,2017,2.55,20.98,27.38,21.94,30.24,0,0,358549
25-09-2017,25,2,9,Sep,2017,2.4,20.97,26.19,22.97,28.86,0,0,177282
26-09-2017,26,3,9,Sep,2017,4.3,21.34,27.24,24.5,29.65,0,39,184919
27-09-2017,27,4,9,Sep,2017,5.4,20.95,25.94,24.08,28.4,0,0,164907
28-09-2017,28,5,9,Sep,2017,4.2,20.75,25.75,22.36,29.3,0,0,208282
29-09-2017,29,6,9,Sep,2017,4.6,21.48,25.41,24.56,27.84,1,0,294664
30-09-2017,30,7,9,Sep,2017,1.8,21.71,25.96,24.44,29.18,1,0,344135
01-10-2017,1,1,10,Oct,2017,7.95,20.42,27.97,23.3,31.06,0,100,261197
02-10-2017,2,2,10,Oct,2017,0,21.7,26.79,23.81,30.06,1,0,362693
03-10-2017,3,3,10,Oct,2017,3.35,21.43,28.42,25.1,31.01,0,0,159933
04-10-2017,4,4,10,Oct,2017,4.65,20.93,29.24,23.7,31.4,0,0,156965
05-10-2017,5,5,10,Oct,2017,5.7,21.66,26.4,25.31,29.96,1,0,156965
06-10-2017,6,6,10,Oct,2017,2.85,21.26,27.8,24.11,29.51,0,0,173256
07-10-2017,7,7,10,Oct,2017,1.8,22.05,28.36,24.91,31.66,0,0,275369
08-10-2017,8,1,10,Oct,2017,6.9,22.06,29.1,25.22,31.95,0,0,373018
09-10-2017,9,2,10,Oct,2017,7.2,21.06,28.52,23.73,31.41,0,0,204513
10-10-2017,10,3,10,Oct,2017,2.55,22.68,28.44,25.52,31.16,0,0,170721
11-10-2017,11,4,10,Oct,2017,12,21.08,29.49,22.82,31.76,0,40,160483
12-10-2017,12,5,10,Oct,2017,6.6,21.09,26.87,23.72,29.51,0,0,476050
13-10-2017,13,6,10,Oct,2017,4.15,21.03,28.09,23.25,30.66,0,0,188917
14-10-2017,14,7,10,Oct,2017,5.45,20.92,25.41,21.85,29.12,0,0,302715
15-10-2017,15,1,10,Oct,2017,1.8,20.36,25.86,21.92,28.73,0,0,361003
16-10-2017,16,2,10,Oct,2017,-0.25,21.08,24.67,22.79,26.88,0,0,228995
17-10-2017,17,3,10,Oct,2017,0,20.56,26.54,23.11,28.51,0,0,194064
18-10-2017,18,4,10,Oct,2017,-1.75,20.09,27.56,22.39,30.51,1,0,245080
19-10-2017,19,5,10,Oct,2017,0,19.35,28.79,20.1,29.95,0,0,368302
20-10-2017,20,6,10,Oct,2017,0,20.88,29.46,24.18,29.84,1,0,413311
21-10-2017,21,7,10,Oct,2017,0,21.04,28.93,21.64,30.4,0,0,329903
22-10-2017,22,1,10,Oct,2017,0,18.9,28.95,18.95,27.97,0,0,357017
23-10-2017,23,2,10,Oct,2017,0,18.82,29.56,19.03,29.35,0,0,189558
24-10-2017,24,3,10,Oct,2017,-0.5,20.85,29.55,23.39,30.05,0,0,198419
25-10-2017,25,4,10,Oct,2017,-0.5,21.2,28.71,23.67,28.96,0,0,175269
26-10-2017,26,5,10,Oct,2017,1.8,19.96,27.4,21.95,29.78,0,40,191035
27-10-2017,27,6,10,Oct,2017,0,19.79,27.7,21.17,28.5,0,0,217764
28-10-2017,28,7,10,Oct,2017,-0.75,20.09,27.95,21.36,28.06,0,0,311225
29-10-2017,29,1,10,Oct,2017,0,19.1,27.84,19.04,27.94,0,0,370414
30-10-2017,30,2,10,Oct,2017,1.8,19.33,24.66,20.89,25.74,0,0,208967
31-10-2017,31,3,10,Oct,2017,0,19.01,24.06,20.13,25.41,0,0,190971
01-11-2017,1,4,11,Nov,2017,1.8,19.06,24.22,20.08,26.23,1,0,292836
02-11-2017,2,5,11,Nov,2017,0,19.9,26.18,20.67,27.19,0,0,183501
03-11-2017,3,6,11,Nov,2017,0,20.06,26.57,21.21,27.35,0,0,203676
04-11-2017,4,7,11,Nov,2017,5.7,19.93,24.21,22.24,25.46,0,0,287043
05-11-2017,5,1,11,Nov,2017,5.7,20.23,24.98,22.26,27.46,0,0,383162
06-11-2017,6,2,11,Nov,2017,1.8,19.34,24.95,21.68,28.28,1,0,239498
07-11-2017,7,3,11,Nov,2017,2.4,19.07,25.8,21.34,27.33,0,0,164728
08-11-2017,8,4,11,Nov,2017,-0.75,19.14,26.41,20.88,27.27,0,0,163044
09-11-2017,9,5,11,Nov,2017,-0.25,17.11,26.79,18.83,26.61,0,0,209548
10-11-2017,10,6,11,Nov,2017,0,18.64,26.91,19.74,26.85,0,0,202828
11-11-2017,11,7,11,Nov,2017,0,16.2,24.18,15.94,25.08,0,0,321998
12-11-2017,12,1,11,Nov,2017,0,19.11,26.22,19.38,26.24,0,0,580284.5
13-11-2017,13,2,11,Nov,2017,0,20.47,27.62,21.67,28.5,0,0,245930
14-11-2017,14,3,11,Nov,2017,0,21.41,26.34,23.55,28.87,0,0,246098
15-11-2017,15,4,11,Nov,2017,0,20.86,27.88,22.96,28.85,0,0,197209
16-11-2017,16,5,11,Nov,2017,0,21.47,27.92,24.44,29.32,0,0,199614
17-11-2017,17,6,11,Nov,2017,0,21.35,28.05,22.91,29.21,0,0,204488
18-11-2017,18,7,11,Nov,2017,0,20.54,28.02,22.81,28.99,0,0,317825
19-11-2017,19,1,11,Nov,2017,0,20.66,28.16,22.09,29.99,0,0,339598
20-11-2017,20,2,11,Nov,2017,0,20.85,28.57,22.96,29.82,0,0,176700
21-11-2017,21,3,11,Nov,2017,0,20.3,28.32,21.79,29.35,0,0,168908
22-11-2017,22,4,11,Nov,2017,0,17.93,28.3,18.11,28.78,0,0,155680
23-11-2017,23,5,11,Nov,2017,-0.75,19.47,28.55,21.87,29.02,0,0,171832
24-11-2017,24,6,11,Nov,2017,0,20.19,28.26,22.16,28.92,0,0,226353
25-11-2017,25,7,11,Nov,2017,0,16.99,25.96,17.45,26.12,0,46,267776
26-11-2017,26,1,11,Nov,2017,0,19.57,25.54,21.11,26.95,0,0,311961
27-11-2017,27,2,11,Nov,2017,-0.5,18.2,25.09,20.08,27.2,0,0,183586
28-11-2017,28,3,11,Nov,2017,-0.25,18.94,27.6,20.68,28.02,0,41,159877
29-11-2017,29,4,11,Nov,2017,0,19.58,26.27,20.26,26.53,0,0,159802
30-11-2017,30,5,11,Nov,2017,12,20.01,23.9,22.51,25.91,0,0,164024.5
01-12-2017,1,6,12,Dec,2017,6.55,19.03,21.56,19.51,24.64,1,0,183617
02-12-2017,2,7,12,Dec,2017,0,18.78,21.59,20.16,23.37,0,0,299534.5
03-12-2017,3,1,12,Dec,2017,-0.75,18.54,23.97,20.59,25.58,0,0,343568.5
04-12-2017,4,2,12,Dec,2017,0,18.78,25.06,20.29,26.53,0,0,177070
05-12-2017,5,3,12,Dec,2017,-0.25,18.17,25.56,19.28,26.01,0,0,161236
06-12-2017,6,4,12,Dec,2017,0,19.65,27.39,21.52,28.93,0,0,167416
07-12-2017,7,5,12,Dec,2017,0,16.42,27.99,16.04,28.16,0,0,207790
08-12-2017,8,6,12,Dec,2017,0,15.98,28.97,15.19,26.52,0,0,190654
09-12-2017,9,7,12,Dec,2017,-0.75,17.15,28.21,17.22,27.26,0,0,303414.5
12-12-2017,12,3,12,Dec,2017,-0.25,19.15,27.42,21.75,28.57,0,0,164164.5
13-12-2017,13,4,12,Dec,2017,-1,18.35,27.12,19.79,28.65,0,0,165838.5
14-12-2017,14,5,12,Dec,2017,0,18.2,28.21,19.34,28.04,0,0,181464
15-12-2017,15,6,12,Dec,2017,0,18.53,27.21,19.8,26.42,0,0,182991
16-12-2017,16,7,12,Dec,2017,-0.25,16.22,25.76,17.24,24.96,0,0,285366.5
17-12-2017,17,1,12,Dec,2017,0,16.03,26,15.66,24.07,0,0,335066.5
18-12-2017,18,2,12,Dec,2017,0,15.52,24.71,14.46,24.21,0,0,191192.5
19-12-2017,19,3,12,Dec,2017,-0.25,16.9,26.28,16.96,26.09,0,0,161441
20-12-2017,20,4,12,Dec,2017,-0.5,14.17,27.03,14.02,26.09,0,0,165961
21-12-2017,21,5,12,Dec,2017,-0.25,17.17,26.88,18,25.32,0,41,177287
22-12-2017,22,6,12,Dec,2017,-0.25,17.18,27.05,18.16,25.18,0,0,207058.5
23-12-2017,23,7,12,Dec,2017,-0.25,15.33,26,16.07,24.78,0,0,269612.5
24-12-2017,24,1,12,Dec,2017,0,15.93,27.14,16.84,24.37,0,51,303225
25-12-2017,25,2,12,Dec,2017,-0.75,16.6,24.45,16.57,25.1,1,0,316071
26-12-2017,26,3,12,Dec,2017,0,15.89,27.56,15.83,25.78,0,0,195075.5
27-12-2017,27,4,12,Dec,2017,-0.5,15.28,26.3,15.94,24.86,0,0,170966.5
28-12-2017,28,5,12,Dec,2017,0,14.38,24.88,13.48,23.51,0,0,220173
29-12-2017,29,6,12,Dec,2017,0,16.05,25.9,14.63,24,0,0,214656.5
30-12-2017,30,7,12,Dec,2017,0,17.35,25.15,17.65,24.41,0,0,279029.5
31-12-2017,31,1,12,Dec,2017,-0.25,16.2,26.48,15.8,24.51,0,51,350902
01-01-2018,1,2,1,Jan,2018,-0.5,17.01,27.75,17.59,26.34,0,50,451708.5
02-01-2018,2,3,1,Jan,2018,-0.75,18.76,27.91,20.54,27,0,82,160510
03-01-2018,3,4,1,Jan,2018,0,17.86,26.5,18.75,26.58,0,0,160511.5
04-01-2018,4,5,1,Jan,2018,0,16.1,26.51,15.99,26.38,0,0,169303
05-01-2018,5,6,1,Jan,2018,0,15.29,25.95,13.88,25.44,0,0,177526
06-01-2018,6,7,1,Jan,2018,0,15.75,25.87,15.76,24.68,0,43,291668.5
07-01-2018,7,1,1,Jan,2018,0,14.52,26.01,12.48,25.07,0,0,325475.5
08-01-2018,8,2,1,Jan,2018,-0.5,15.12,25.33,14.96,23.11,0,0,186708
09-01-2018,9,3,1,Jan,2018,0,18.46,26.05,18.65,24.44,0,78,180732
10-01-2018,10,4,1,Jan,2018,-0.75,17.94,27,18.24,25.75,0,0,180533.5
11-01-2018,11,5,1,Jan,2018,0,19.34,28.11,21.22,29.29,0,0,186933
12-01-2018,12,6,1,Jan,2018,0,18.28,28.1,18.62,29.13,0,0,193708
13-01-2018,13,7,1,Jan,2018,0,15.98,29.3,14.98,27.33,0,90,300381
14-01-2018,14,1,1,Jan,2018,0,16.57,29.4,15.64,26.59,0,0,348821.5
15-01-2018,15,2,1,Jan,2018,-0.25,16.31,29.02,16.95,27.31,1,0,250953
16-01-2018,16,3,1,Jan,2018,-0.25,16.62,27.78,18.09,26.66,0,0,173062
17-01-2018,17,4,1,Jan,2018,0,15.86,26.94,14.72,25.46,0,0,170138
18-01-2018,18,5,1,Jan,2018,0,13.34,27.23,11.82,23.56,0,0,170818.5
19-01-2018,19,6,1,Jan,2018,0,14.44,26.48,12.63,24.11,0,0,177323.5
20-01-2018,20,7,1,Jan,2018,0,13.46,26.74,13.49,24.12,0,0,286129
21-01-2018,21,1,1,Jan,2018,0,13.67,27.26,13.77,24.47,0,0,292401.5
22-01-2018,22,2,1,Jan,2018,0,15.37,26.76,14.42,24.66,0,0,172391
23-01-2018,23,3,1,Jan,2018,0,17.76,27.98,18.01,27.64,0,0,152946.5
24-01-2018,24,4,1,Jan,2018,0,17.87,27.99,17.99,28.01,0,0,161124
25-01-2018,25,5,1,Jan,2018,-0.25,16.23,28.06,16.82,26.13,0,0,175820.5
26-01-2018,26,6,1,Jan,2018,0,16.64,27.06,15.91,25.37,1,0,280565.5
27-01-2018,27,7,1,Jan,2018,0,16.12,27.29,14.7,26.53,0,0,245467.5
28-01-2018,28,1,1,Jan,2018,0,16.16,27.52,15.22,26.46,0,0,250342.5
29-01-2018,29,2,1,Jan,2018,-0.25,16.07,27.88,16.61,26.46,0,0,170907.5
30-01-2018,30,3,1,Jan,2018,0,15.31,27.21,13.74,25.1,0,0,147681.5
31-01-2018,31,4,1,Jan,2018,0,14.24,27.9,12.86,26.19,0,0,134367
01-02-2018,1,5,2,Feb,2018,0,14.94,28.36,13.09,24.54,0,0,166865.5
02-02-2018,2,6,2,Feb,2018,0,14.5,28.69,11.84,24.96,0,0,190614
03-02-2018,3,7,2,Feb,2018,0,14.46,27.42,13.83,24.44,0,0,259599.5
04-02-2018,4,1,2,Feb,2018,0,14.01,27.27,12.07,25.19,0,0,279397
05-02-2018,5,2,2,Feb,2018,0,17.08,27.88,16.13,24.71,0,0,172681.5
06-02-2018,6,3,2,Feb,2018,0,19.74,29.65,21.09,29.32,0,0,166619
07-02-2018,7,4,2,Feb,2018,4.35,19.21,28.22,20.72,29.01,0,0,150310
08-02-2018,8,5,2,Feb,2018,0,19.21,27.68,19.28,27.41,0,0,173570
09-02-2018,9,6,2,Feb,2018,4.65,20.11,30.64,21.91,31.65,0,0,179377.5
10-02-2018,10,7,2,Feb,2018,-0.25,18.24,29.16,18.53,27.82,0,0,280228.5
11-02-2018,11,1,2,Feb,2018,0,18.58,29.04,19.38,27,0,0,290092.5
12-02-2018,12,2,2,Feb,2018,0,19.21,28.23,19.69,28.6,0,0,189858
13-02-2018,13,3,2,Feb,2018,0,18.61,28.83,18.83,27.35,1,39,192049.5
14-02-2018,14,4,2,Feb,2018,-0.25,18.04,28.85,19.38,28.33,0,0,175088
15-02-2018,15,5,2,Feb,2018,-0.25,17.82,28.62,19.49,27.77,0,0,174315
16-02-2018,16,6,2,Feb,2018,-0.5,16.26,29.45,16.51,26.83,0,0,180811.5
17-02-2018,17,7,2,Feb,2018,0,17.66,29.78,16.4,27.9,0,0,267579.5
18-02-2018,18,1,2,Feb,2018,-0.25,16.19,30.38,16.78,27.9,0,0,258709.5
19-02-2018,19,2,2,Feb,2018,-0.25,16.41,30.1,17.17,27.01,0,0,179560.5
20-02-2018,20,3,2,Feb,2018,-0.25,17.25,29.82,16.08,26.78,0,0,170099.5
21-02-2018,21,4,2,Feb,2018,-0.25,16.39,29.94,16.78,26.98,0,77,152887
22-02-2018,22,5,2,Feb,2018,0,17.75,30.58,15.64,28.19,0,0,163626.5
23-02-2018,23,6,2,Feb,2018,0,16.18,29.88,14.57,26.77,0,0,175196.5
24-02-2018,24,7,2,Feb,2018,-0.25,17.92,29.4,17.99,26.64,0,44,266548.5
25-02-2018,25,1,2,Feb,2018,-0.25,17.18,29.96,18.1,27.14,0,0,276210.5
26-02-2018,26,2,2,Feb,2018,0,18.45,30.73,17.87,27.92,0,40,168893
27-02-2018,27,3,2,Feb,2018,-0.25,15.71,31.35,15.83,28.71,0,0,161368
28-02-2018,28,4,2,Feb,2018,0,17.87,30.98,16.04,27.62,0,0,158962.5
01-03-2018,1,5,3,Mar,2018,0,17.51,31.15,16.26,27.44,0,40,176790
02-03-2018,2,6,3,Mar,2018,0,18.18,31.85,16.15,29.17,0,0,206801.5
03-03-2018,3,7,3,Mar,2018,0,17.93,32.06,14.64,28.42,0,0,248549.5
04-03-2018,4,1,3,Mar,2018,0,17.57,31.95,16.24,29.28,0,50,287493.5
05-03-2018,5,2,3,Mar,2018,0,18.11,32.06,16,29.31,0,0,167216
06-03-2018,6,3,3,Mar,2018,0,15.66,32.64,14.31,28.93,0,0,152748
07-03-2018,7,4,3,Mar,2018,0,17.54,31.96,18.08,28.2,0,0,151765
08-03-2018,8,5,3,Mar,2018,0,17.26,31.66,14.25,28.21,0,0,189225
09-03-2018,9,6,3,Mar,2018,0,17.73,32.09,17.83,28.93,0,0,173091
10-03-2018,10,7,3,Mar,2018,0,18.67,31.88,17.73,29.63,0,0,277595
11-03-2018,11,1,3,Mar,2018,0,19.04,32.58,19.91,28.83,0,48,302897.5
12-03-2018,12,2,3,Mar,2018,0,21.01,31.84,21.93,30.5,0,0,180438
13-03-2018,13,3,3,Mar,2018,1.8,22.16,30.37,21.96,30.8,0,0,140706
14-03-2018,14,4,3,Mar,2018,1.8,22.92,31.06,24.94,29.9,0,0,132936
15-03-2018,15,5,3,Mar,2018,7.2,21.28,31.64,23.1,31.8,0,0,157905.5
16-03-2018,16,6,3,Mar,2018,4.65,20.18,30.53,22.45,32.7,0,0,168162.5
17-03-2018,17,7,3,Mar,2018,1.8,20.67,28.77,22.1,30.59,0,45,267448
18-03-2018,18,1,3,Mar,2018,-0.25,19.22,29.11,21.5,30.16,1,0,317778.5
19-03-2018,19,2,3,Mar,2018,0,19.24,30.53,19.84,29.46,0,0,195789
20-03-2018,20,3,3,Mar,2018,-0.25,20.13,31.97,22.53,29.61,0,39,175176
21-03-2018,21,4,3,Mar,2018,0,23.64,32.7,25.12,32.55,0,0,167306
22-03-2018,22,5,3,Mar,2018,0,22.08,31.9,23.43,31.8,0,39,188019.5
23-03-2018,23,6,3,Mar,2018,0,23.14,33.4,23.53,31.62,0,0,196249.5
24-03-2018,24,7,3,Mar,2018,0,21.74,32.34,22.95,31.75,0,0,288384
25-03-2018,25,1,3,Mar,2018,-0.25,20.37,33.04,22.21,32.15,1,0,319972.5
26-03-2018,26,2,3,Mar,2018,0,20.94,32.28,20.01,29.77,0,0,183539
27-03-2018,27,3,3,Mar,2018,0,21.39,33.16,21.87,31.55,0,0,168829
28-03-2018,28,4,3,Mar,2018,0,23.15,32.92,24.87,32.46,0,0,156528.5
29-03-2018,29,5,3,Mar,2018,0,24.93,33.21,27.66,35.89,1,0,202923.5
30-03-2018,30,6,3,Mar,2018,2.35,21.32,32.59,24.03,33.87,1,0,204579.5
31-03-2018,31,7,3,Mar,2018,0.2,20.4,32.08,22.93,33.78,0,0,267712
01-04-2018,1,1,4,Apr,2018,0,22.85,32.32,25.67,32.76,0,0,320041.5
02-04-2018,2,2,4,Apr,2018,1.15,20.16,31.94,20.52,32.77,0,0,186453.5
03-04-2018,3,3,4,Apr,2018,-0.25,20.99,31.28,23.4,32.76,0,0,169280.5
04-04-2018,4,4,4,Apr,2018,-0.25,19.75,32.51,21.89,31.5,0,0,172251.5
05-04-2018,5,5,4,Apr,2018,0,21.51,32.29,22.54,30.94,0,0,183742
06-04-2018,6,6,4,Apr,2018,0,22.25,32.97,22.37,32.54,0,0,211036.5
07-04-2018,7,7,4,Apr,2018,0,20.34,31.99,21.55,31.94,0,0,307386
08-04-2018,8,1,4,Apr,2018,0,20.27,31.69,22.28,30.17,0,0,299511
